No	hr	min	sec	hr	min	sec
1445	17	58	47.523	17	58	47.623
1445						
1446	17	58	49.53	17	58	49.637
1446						
1447	17	58	51.54	17	58	51.641
1447						
1448	17	58	53.515	17	58	53.615
1448						
1449	17	58	55.531	17	58	55.632
1449						
1450	17	58	57.546	17	58	57.62
1450						
1451	17	58	59.529	17	58	59.631
1451						
1452	17	59	1.544	17	59	1.641
1452						
1453	17	59	3.518	17	59	3.626
1453						
1454	17	59	5.541	17	59	5.641
1454						
1455	17	59	7.543	17	59	7.644
1455						
1456	17	59	9.518	17	59	9.619
1456						
1457	17	59	11.526	17	59	11.638
1457						
1458	17	59	13.541	17	59	13.638
1458						
1459	17	59	15.537	17	59	15.635
1459						
1460	17	59	17.54	17	59	17.636
1460						
1461	17	59	19.527	17	59	19.631
1461						
1462	17	59	21.542	17	59	21.642
1462						
1463	17	59	23.518	17	59	23.624
1463						
1464	17	59	25.541	17	59	25.641
1464						
1465	17	59	27.54	17	59	27.644
1465						
1466	17	59	29.534	17	59	29.633
1466						
1467	17	59	31.517	17	59	31.617
1467						
1468	17	59	33.527	17	59	33.621
1468						
1469	17	59	35.536	17	59	35.635
1469						
1470	17	59	37.538	17	59	37.64
1470						
1471	17	59	39.513	17	59	39.613
1471						
1472	17	59	41.515	17	59	41.613
1472						
1473	17	59	43.52	17	59	43.622
1473						
1474	17	59	45.535	17	59	45.635
1474						
1475	17	59	47.514	17	59	47.613
1475						
1476	17	59	49.519	17	59	49.621
1476						
1477	17	59	51.531	17	59	51.632
1477						
1478	17	59	53.534	17	59	53.643
1478						
1479	17	59	55.544	17	59	55.645
1479						
1480	17	59	57.517	17	59	57.618
1480						
1481	17	59	59.516	17	59	59.615
1481						
1482	18	0	1.522	18	0	1.622
1482						
1483	18	0	3.527	18	0	3.637
1483						
1484	18	0	5.538	18	0	5.639
1484						
1485	18	0	7.541	18	0	7.643
1485						
1486	18	0	9.538	18	0	9.641
1486						
1487	18	0	11.542	18	0	11.644
1487						
1488	18	0	13.545	18	0	13.644
1488						
1489	18	0	15.522	18	0	15.623
1489						
1490	18	0	17.537	18	0	17.635
1490						
1491	18	0	19.54	18	0	19.64
1491						
1492	18	0	21.526	18	0	21.637
1492						
1493	18	0	23.516	18	0	23.616
1493						
1494	18	0	25.525	18	0	25.623
1494						
1495	18	0	27.536	18	0	27.637
1495						
1496	18	0	29.542	18	0	29.641
1496						
1497	18	0	31.531	18	0	31.635
1497						
1498	18	0	33.537	18	0	33.637
1498						
1499	18	0	35.546	18	0	35.613
1499						
1500	18	0	37.516	18	0	37.617
1500						
1501	18	0	39.532	18	0	39.633
1501						
1502	18	0	41.528	18	0	41.635
1502						
1503	18	0	43.536	18	0	43.636
1503						
1504	18	0	45.54	18	0	45.642
1504						
1505	18	0	47.539	18	0	47.643
1505						
1506	18	0	49.525	18	0	49.629
1506						
1507	18	0	51.53	18	0	51.635
1507						
1508	18	0	53.536	18	0	53.643
1508						
1509	18	0	55.545	18	0	55.614
1509						
1510	18	0	57.517	18	0	57.618
1510						
1511	18	0	59.527	18	0	59.627
1511						
1512	18	1	1.53	18	1	1.653
1512						
1513	18	1	3.541	18	1	3.642
1513						
1514	18	1	5.514	18	1	5.614
1514						
1515	18	1	7.523	18	1	7.626
1515						
1516	18	1	9.537	18	1	9.639
1516						
1517	18	1	11.54	18	1	11.64
1517						
1518	18	1	13.514	18	1	13.613
1518						
1519	18	1	15.518	18	1	15.617
1519						
1520	18	1	17.526	18	1	17.63
1520						
1521	18	1	19.526	18	1	19.632
1521						
1522	18	1	21.538	18	1	21.636
1522						
1523	18	1	23.54	18	1	23.641
1523						
1524	18	1	25.519	18	1	25.62
1524						
1525	18	1	27.539	18	1	27.642
1525						
1526	18	1	29.544	18	1	29.642
1526						
1527	18	1	31.522	18	1	31.626
1527						
1528	18	1	33.537	18	1	33.641
1528						
1529	18	1	35.541	18	1	35.64
1529						
1530	18	1	37.536	18	1	37.635
1530						
1531	18	1	39.541	18	1	39.642
1531						
1532	18	1	41.52	18	1	41.625
1532						
1533	18	1	43.523	18	1	43.623
1533						
1534	18	1	45.534	18	1	45.639
1534						
1535	18	1	47.535	18	1	47.636
1535						
1536	18	1	49.534	18	1	49.633
1536						
1537	18	1	51.538	18	1	51.638
1537						
1538	18	1	53.516	18	1	53.616
1538						
1539	18	1	55.531	18	1	55.632
1539						
1540	18	1	57.538	18	1	57.642
1540						
1541	18	1	59.515	18	1	59.616
1541						
1542	18	2	1.534	18	2	1.644
1542						
1543	18	2	3.546	18	2	3.646
1543						
1544	18	2	5.514	18	2	5.616
1544						
1545	18	2	7.523	18	2	7.624
1545						
1546	18	2	9.542	18	2	9.645
1546						
1547	18	2	11.524	18	2	11.623
1547						
1548	18	2	13.527	18	2	13.627
1548						
1549	18	2	15.533	18	2	15.636
1549						
1550	18	2	17.539	18	2	17.639
1550						
1551	18	2	19.532	18	2	19.632
1551						
1552	18	2	21.534	18	2	21.633
1552						
1553	18	2	23.535	18	2	23.639
1553						
1554	18	2	25.524	18	2	25.622
1554						
1555	18	2	27.54	18	2	27.64
1555						
1556	18	2	29.513	18	2	29.646
1556						
1557	18	2	31.545	18	2	31.644
1557						
1558	18	2	33.527	18	2	33.636
1558						
1559	18	2	35.541	18	2	35.642
1559						
1560	18	2	37.521	18	2	37.627
1560						
1561	18	2	39.533	18	2	39.635
1561						
1562	18	2	41.538	18	2	41.642
1562						
1563	18	2	43.545	18	2	43.643
1563						
1564	18	2	45.52	18	2	45.62
1564						
1565	18	2	47.52	18	2	47.62
1565						
1566	18	2	49.523	18	2	49.623
1566						
1567	18	2	51.535	18	2	51.636
1567						
1568	18	2	53.539	18	2	53.639
1568						
1569	18	2	55.517	18	2	55.619
1569						
1570	18	2	57.522	18	2	57.622
1570						
1571	18	2	59.515	18	2	59.615
1571						
1572	18	3	1.517	18	3	1.617
1572						
1573	18	3	3.529	18	3	3.645
1573						
1574	18	3	5.516	18	3	5.618
1574						
1575	18	3	7.52	18	3	7.622
1575						
1576	18	3	9.53	18	3	9.632
1576						
1577	18	3	11.536	18	3	11.634
1577						
1578	18	3	13.518	18	3	13.617
1578						
1579	18	3	15.529	18	3	15.633
1579						
1580	18	3	17.534	18	3	17.636
1580						
1581	18	3	19.515	18	3	19.617
1581						
1582	18	3	21.518	18	3	21.618
1582						
1583	18	3	23.516	18	3	23.617
1583						
1584	18	3	25.523	18	3	25.631
1584						
1585	18	3	27.523	18	3	27.623
1585						
1586	18	3	29.531	18	3	29.642
1586						
1587	18	3	31.546	18	3	31.614
1587						
1588	18	3	33.531	18	3	33.633
1588						
1589	18	3	35.539	18	3	35.641
1589						
1590	18	3	37.533	18	3	37.635
1590						
1591	18	3	39.524	18	3	39.636
1591						
1592	18	3	41.537	18	3	41.639
1592						
1593	18	3	43.52	18	3	43.624
1593						
1594	18	3	45.531	18	3	45.633
1594						
1595	18	3	47.513	18	3	47.619
1595						
1596	18	3	49.525	18	3	49.636
1596						
1597	18	3	51.536	18	3	51.636
1597						
1598	18	3	53.542	18	3	53.642
1598						
1599	18	3	55.518	18	3	55.625
1599						
1600	18	3	57.527	18	3	57.632
1600						
1601	18	3	59.532	18	3	59.634
1601						
1602	18	4	1.517	18	4	1.616
1602						
1603	18	4	3.522	18	4	3.631
1603						
1604	18	4	5.541	18	4	5.642
1604						
1605	18	4	7.538	18	4	7.639
1605						
1606	18	4	9.542	18	4	9.642
1606						
1607	18	4	11.52	18	4	11.621
1607						
1608	18	4	13.52	18	4	13.623
1608						
1609	18	4	15.545	18	4	15.614
1609						
1610	18	4	17.53	18	4	17.629
1610						
1611	18	4	19.53	18	4	19.635
1611						
1612	18	4	21.537	18	4	21.638
1612						
1613	18	4	23.516	18	4	23.618
1613						
1614	18	4	25.524	18	4	25.624
1614						
1615	18	4	27.533	18	4	27.644
1615						
1616	18	4	29.519	18	4	29.619
1616						
1617	18	4	31.523	18	4	31.622
1617						
1618	18	4	33.54	18	4	33.636
1618						
1619	18	4	35.52	18	4	35.62
1619						
1620	18	4	37.527	18	4	37.626
1620						
1621	18	4	39.531	18	4	39.631
1621						
1622	18	4	41.538	18	4	41.637
1622						
1623	18	4	43.524	18	4	43.621
1623						
1624	18	4	45.523	18	4	45.629
1624						
1625	18	4	47.536	18	4	47.636
1625						
1626	18	4	49.545	18	4	49.613
1626						
1627	18	4	51.521	18	4	51.622
1627						
1628	18	4	53.528	18	4	53.639
1628						
1629	18	4	55.54	18	4	55.639
1629						
1630	18	4	57.542	18	4	57.642
1630						
1631	18	4	59.52	18	4	59.617
1631						
1632	18	5	1.534	18	5	1.645
1632						
1633	18	5	3.537	18	5	3.641
1633						
1634	18	5	5.522	18	5	5.618
1634						
1635	18	5	7.533	18	5	7.645
1635						
1636	18	5	9.542	18	5	9.64
1636						
1637	18	5	11.52	18	5	11.62
1637						
1638	18	5	13.532	18	5	13.632
1638						
1639	18	5	15.517	18	5	15.616
1639						
1640	18	5	17.533	18	5	17.634
1640						
1641	18	5	19.515	18	5	19.615
1641						
1642	18	5	21.527	18	5	21.627
1642						
1643	18	5	23.535	18	5	23.645
1643						
1644	18	5	25.516	18	5	25.617
1644						
1645	18	5	27.522	18	5	27.626
1645						
1646	18	5	29.53	18	5	29.632
1646						
1647	18	5	31.536	18	5	31.638
1647						
1648	18	5	33.517	18	5	33.617
1648						
1649	18	5	35.526			
